Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
227,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-134,1996,13,12,946,10.5,2,2,4,2,0,0,4,0,1.1,1.1,0.9,2.0,12,24,55,0.19,0.19,0.38,0.19,0.38,0.10,0.09,0.19,0.10,0.19,1ac232b8
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-250,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,3,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,d637fc22
229,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-038,2000,19,14,1233,13.7,0,0,0,0,0,0,6,0,1.6,1.6,0.3,1.9,8,25,2,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,44a20f0c
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-290,1990,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47064058
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-015,1996,6,5,432,4.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,21,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,bd7d2e6d
232,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-076,1988,12,3,463,5.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,19,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,69374ff5
233,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-230,1999,24,24,1910,21.2,5,3,8,5,0,0,5,0,5.5,5.5,3.9,9.4,59,80,113,0.24,0.14,0.38,0.24,0.38,0.26,0.18,0.44,0.26,0.44,437f2b00
234,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-299,1996,26,20,1590,17.7,1,1,2,1,0,0,3,0,1.9,1.9,1.8,3.8,40,57,93,0.06,0.06,0.11,0.06,0.11,0.11,0.10,0.21,0.11,0.21,20e0dd86
235,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-262,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78e6bf2c
236,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-210,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.60,fbbc8e15
237,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-027,2002,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,c91441dc
238,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-250,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.25,0.12,0.25,d8712bf9
239,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-330,1994,10,8,636,7.1,3,0,3,3,0,0,0,0,2.1,2.1,0.3,2.4,11,8,52,0.42,0.00,0.42,0.42,0.42,0.29,0.05,0.34,0.29,0.34,a53b661f
240,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-059,1996,21,21,1862,20.7,2,1,3,2,0,0,10,0,1.2,1.2,0.6,1.8,7,73,38,0.10,0.05,0.15,0.10,0.15,0.06,0.03,0.09,0.06,0.09,19e4eab9
241,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-071,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30db8574
242,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-326,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e892c325
243,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-038,1995,24,23,1722,19.1,7,4,11,7,0,0,1,0,3.0,3.0,3.1,6.1,57,25,139,0.37,0.21,0.57,0.37,0.57,0.16,0.16,0.32,0.16,0.32,8eb55dbb
244,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-341,1996,10,10,822,9.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,18,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,4115ce4e
245,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-341,1996,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4115ce4e
246,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-335,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,20,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,50dc94ce
247,Asmir Begovi?,ba BIH,GK,Everton,eng Premier League,35-272,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7b4de647
248,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-258,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.00,0.37,5e6355f8
249,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-044,1991,24,9,925,10.3,4,1,5,4,0,0,3,0,1.9,1.9,0.7,2.6,5,40,51,0.39,0.10,0.49,0.39,0.49,0.19,0.07,0.26,0.19,0.26,30ae134d
250,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,21-355,2001,9,4,339,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,9,19,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,4a5e83ad
251,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-345,1993,15,7,672,7.5,1,1,2,1,0,0,0,0,0.5,0.5,0.2,0.8,21,22,46,0.13,0.13,0.27,0.13,0.27,0.07,0.03,0.10,0.07,0.10,5680bf3f
252,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-291,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,705a1642
253,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-005,1992,15,13,1030,11.4,6,3,9,1,5,6,1,0,6.1,1.7,3.0,4.8,28,47,61,0.52,0.26,0.79,0.09,0.35,0.53,0.27,0.80,0.15,0.42,1a248246
254,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-005,1992,6,4,356,4.0,0,2,2,0,0,0,3,0,0.6,0.6,0.8,1.4,16,14,31,0.00,0.51,0.51,0.00,0.51,0.16,0.19,0.36,0.16,0.36,1a248246
