,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
146,453,454,Timothy Castagne,BEL,DF,Leicester City,Premier League,27,1995,21,20,1821,20.2,1,0.54,0.15,27.3,0.09,0.33,8.8,0.0,0.0,0.0,43.9,54.9,80.1,625.7,220.8,27.5,31.2,88.3,12.8,16.1,79.4,2.08,3.86,53.8,0.1,0.59,2.67,0.74,0.4,2.82,54.9,46.6,8.07,0.59,0.1,0.1,2.13,7.48,0.0,0.0,0.0,0.0,43.9,0.2,1.09,1.39,1.24,0.05,0.0,0.05,0.0,0.05,0.15,0.1,0.0,0.0,0.05,0.0,0.0,2.57,1.53,1.63,0.74,0.2,1.14,2.03,56.1,0.89,1.39,0.4,0.99,0.94,3.51,2.77,0.0,65.6,3.71,22.7,27.4,15.7,1.63,65.6,0.64,0.2,30.8,0.35,53.8,30.2,119.7,59.7,1.24,0.74,0.1,0.99,0.59,39.5,4.9,0.1,0.0,0.0,0.79,0.35,0.2,2.13,1.53,0.0,0.0,0.0,4.95,1.44,1.78,44.6,115.52999999999997,Bom
536,1611,1612,Chancel Mbemba,COD,DF,Marseille,Ligue 1,28,1994,23,22,1925,21.4,2,0.75,0.23,31.3,0.13,0.4,11.9,0.0,0.0,0.0,48.0,57.0,84.2,882.2,275.4,17.9,20.0,89.5,24.4,27.2,89.7,4.44,6.92,64.2,0.0,0.14,4.49,0.75,0.19,5.65,57.0,53.8,2.94,1.5,0.0,0.28,1.31,0.89,0.0,0.0,0.0,0.0,48.0,0.23,0.7,1.17,1.03,0.0,0.0,0.09,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.26,0.93,0.79,0.42,0.05,0.7,0.84,83.3,0.14,0.89,0.47,0.42,1.4,2.66,2.85,0.0,66.3,5.61,22.4,33.6,10.7,1.45,66.3,0.7,0.33,46.7,0.19,26.7,48.6,267.1,142.4,1.64,2.01,0.42,0.7,0.37,45.1,1.45,0.09,0.0,0.0,0.61,0.56,0.0,1.31,0.93,0.05,0.0,0.0,5.28,1.87,0.84,69.0,115.51,Bom
777,2437,2438,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,1999,21,21,1759,19.5,0,0.21,0.05,25.0,0.0,0.0,17.0,0.0,0.0,0.0,58.2,66.3,87.8,1118.8,433.5,19.8,20.7,96.0,32.3,34.3,94.2,5.23,9.44,55.4,0.0,0.21,3.54,0.15,0.0,4.21,66.3,64.1,2.0,1.85,0.0,0.41,0.15,0.05,0.0,0.0,0.0,0.0,58.2,0.21,0.67,0.72,0.62,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.26,1.44,1.69,0.41,0.15,1.23,1.74,70.6,0.51,1.23,0.67,0.56,0.87,3.13,4.05,0.05,76.8,10.1,40.5,35.7,1.59,0.31,76.8,0.87,0.62,70.6,0.21,23.5,59.4,323.0,164.7,0.72,0.36,0.0,0.77,0.36,53.3,0.31,0.21,0.1,0.05,0.67,0.56,0.05,0.15,1.44,0.0,0.05,0.0,7.74,1.08,0.92,53.8,115.31,Bom
387,1151,1152,Roger Ibanez,BRA,DF,Roma,Serie A,24,1998,21,21,1890,21.0,3,0.81,0.29,35.3,0.18,0.5,13.6,0.0,0.0,0.0,47.4,53.9,88.0,885.4,320.3,18.1,20.1,90.3,23.5,25.2,93.2,5.19,7.1,73.2,0.0,0.14,2.24,0.14,0.0,2.43,53.9,52.1,1.76,1.33,0.1,0.38,0.05,0.38,0.0,0.0,0.0,0.0,47.4,0.05,0.38,0.9,0.48,0.05,0.0,0.24,0.1,0.05,0.1,0.05,0.0,0.0,0.05,0.0,0.0,2.33,1.1,1.29,0.95,0.1,1.0,1.33,75.0,0.33,0.86,0.33,0.52,2.05,4.38,3.19,0.05,65.0,7.33,32.7,30.9,2.33,0.81,65.0,0.57,0.29,50.0,0.24,41.7,38.8,221.6,130.3,0.86,0.57,0.1,0.48,0.71,41.9,0.33,0.29,0.0,0.0,1.33,1.62,0.0,0.05,1.1,0.05,0.0,0.05,6.43,1.81,0.57,76.0,115.18999999999998,Bom
511,1549,1550,�scar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,21,19,1619,18.0,0,0.06,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,47.1,60.5,77.8,780.3,296.8,24.3,27.7,87.8,18.6,22.8,81.5,3.5,6.78,51.6,0.22,1.39,5.17,1.67,0.83,6.33,60.5,48.8,11.3,0.94,0.0,0.39,3.83,10.3,0.0,0.0,0.0,0.0,47.1,0.39,1.44,2.78,2.44,0.22,0.0,0.0,0.06,0.06,0.28,0.28,0.0,0.0,0.0,0.0,0.0,2.0,0.89,1.0,0.72,0.28,1.17,2.11,55.3,0.94,1.33,0.22,1.11,0.78,2.78,1.67,0.0,69.1,2.61,16.1,32.1,21.7,0.89,69.1,0.83,0.28,33.3,0.5,60.0,36.8,150.6,92.2,2.28,2.39,0.11,0.72,0.72,39.9,4.33,0.17,0.0,0.0,1.5,0.5,0.11,3.83,0.89,0.0,0.0,0.0,5.89,0.78,0.56,58.3,115.00999999999999,Bom
226,660,661,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,21,21,1878,20.9,1,0.77,0.19,25.0,0.06,0.25,12.5,0.0,0.0,0.0,63.1,73.3,86.0,1028.0,384.1,32.3,34.7,93.1,24.8,28.2,87.9,4.64,6.84,67.8,0.14,1.39,4.93,1.77,0.38,7.42,73.3,62.2,11.0,2.15,0.05,0.62,2.58,8.71,0.05,0.0,0.0,0.0,63.1,0.19,1.1,3.44,3.01,0.19,0.0,0.1,0.1,0.05,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.72,0.86,0.91,0.62,0.19,0.67,1.24,53.8,0.57,0.91,0.19,0.72,0.77,2.49,1.67,0.0,80.5,2.82,20.7,39.9,20.7,2.68,80.5,1.05,0.29,27.3,0.62,59.1,50.0,214.0,118.4,1.87,1.63,0.1,0.57,0.62,56.7,5.22,0.1,0.0,0.0,0.77,0.96,0.19,2.58,0.86,0.0,0.0,0.0,4.88,1.15,1.0,53.3,114.85,Bom
62,181,182,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,23,20,1765,19.6,0,0.15,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,47.4,55.6,85.4,937.6,271.0,13.8,15.6,88.2,25.7,28.9,88.7,6.33,8.37,75.6,0.05,0.15,3.47,0.1,0.05,3.06,55.6,54.1,1.43,1.02,0.05,0.31,0.31,0.26,0.0,0.0,0.0,0.0,47.4,0.0,0.46,0.26,0.2,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.63,1.07,1.12,0.46,0.05,0.97,1.48,65.5,0.51,1.53,0.87,0.66,1.99,3.62,3.06,0.0,65.8,7.14,29.7,32.3,4.03,0.36,65.8,0.46,0.31,66.7,0.1,22.2,47.8,270.8,138.7,0.51,0.66,0.0,0.66,0.1,42.5,0.66,0.2,0.0,0.0,1.38,0.61,0.0,0.31,1.07,0.0,0.05,0.05,6.38,1.79,1.73,50.7,114.83,Bom
36,101,102,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,20,20,1794,19.9,1,0.75,0.2,26.7,0.07,0.25,18.0,0.0,0.0,0.0,49.7,62.4,79.8,1000.2,382.1,15.3,17.9,85.4,28.8,32.6,88.3,5.48,10.1,54.2,0.0,0.35,3.22,0.5,0.2,4.02,62.4,57.1,5.23,2.01,0.1,0.55,1.01,3.17,0.0,0.0,0.0,0.0,49.7,0.05,0.95,1.16,0.85,0.1,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.56,1.01,0.8,0.65,0.1,0.6,1.11,54.5,0.5,1.31,0.5,0.8,1.36,2.91,3.57,0.1,74.1,8.39,36.7,31.1,7.29,1.11,74.1,1.16,0.45,39.1,0.65,56.5,40.2,260.2,145.4,1.56,0.9,0.05,0.8,0.4,46.0,1.71,0.15,0.0,0.0,0.95,1.01,0.0,1.01,1.01,0.0,0.0,0.0,7.49,1.86,1.66,52.9,114.74000000000001,Bom
707,2222,2223,Fabian Sch�r,SUI,DF,Newcastle Utd,Premier League,31,1991,21,21,1873,20.8,1,1.54,0.43,28.1,0.03,0.11,15.1,0.1,0.0,0.0,40.0,52.9,75.5,823.9,328.7,13.7,16.2,84.5,20.1,23.7,85.0,5.91,11.9,49.6,0.0,0.58,4.13,0.63,0.05,4.42,52.9,50.8,2.07,1.83,0.19,1.06,0.48,0.19,0.0,0.0,0.0,0.0,40.0,0.05,0.43,1.78,1.25,0.0,0.1,0.29,0.05,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.05,1.3,0.48,0.87,0.38,0.05,0.63,0.87,72.2,0.24,1.15,0.67,0.48,1.78,3.08,4.33,0.0,64.7,7.45,31.7,27.7,5.96,2.07,64.7,0.48,0.14,30.0,0.24,50.0,34.4,183.6,121.2,0.96,0.87,0.05,0.58,0.24,37.6,0.77,0.19,0.0,0.0,0.48,0.72,0.19,0.48,0.48,0.0,0.0,0.0,6.88,2.64,1.25,67.9,114.53,Bom
765,2397,2398,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,1999,20,20,1762,19.6,1,0.41,0.0,0.0,0.0,0.0,15.4,0.0,0.05,0.05,58.5,68.3,85.6,1104.3,447.8,21.8,24.0,91.1,29.7,32.2,92.1,6.38,10.6,60.4,0.0,0.2,4.54,0.26,0.0,4.74,68.3,65.0,3.27,2.09,0.2,0.15,0.1,0.46,0.0,0.0,0.0,0.0,58.5,0.05,0.56,1.02,0.92,0.05,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.63,0.92,1.12,0.36,0.15,0.92,1.38,66.7,0.46,1.12,0.61,0.51,1.22,2.86,2.96,0.05,78.5,7.6,35.9,39.9,2.86,0.56,78.5,0.51,0.26,50.0,0.1,20.0,46.3,283.2,171.9,1.17,0.41,0.0,0.36,0.36,51.9,0.1,0.15,0.0,0.0,0.92,0.56,0.0,0.1,0.92,0.0,0.1,0.05,8.52,1.28,1.28,50.0,114.47,Bom
721,2269,2270,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,20,19,1712,19.0,1,0.47,0.32,66.7,0.11,0.17,22.0,0.11,0.0,0.0,45.8,60.6,75.7,736.6,287.9,23.7,26.4,90.0,18.0,22.6,79.7,3.0,8.84,33.9,0.37,1.53,4.42,0.89,0.26,5.63,60.6,47.6,12.7,2.53,0.0,0.16,4.74,7.95,2.21,1.42,0.58,0.0,45.8,0.26,1.32,3.11,2.26,0.63,0.11,0.05,0.0,0.05,0.58,0.37,0.21,0.0,0.0,0.0,0.0,2.37,1.68,1.37,0.84,0.16,1.32,2.26,58.1,0.95,0.95,0.26,0.68,0.74,3.11,2.11,0.05,69.2,3.16,18.5,33.1,18.3,1.16,69.2,0.95,0.47,50.0,0.26,27.8,43.2,247.0,125.9,1.53,1.05,0.21,0.95,0.37,39.5,4.11,0.16,0.0,0.0,0.63,0.63,0.0,4.74,1.68,0.0,0.0,0.05,6.32,0.26,0.58,31.3,114.04000000000002,Bom
714,2243,2244,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,20,20,1753,19.5,0,0.26,0.05,20.0,0.0,0.0,33.6,0.0,0.0,0.0,41.3,48.8,84.6,721.7,231.3,17.9,19.3,92.8,18.3,20.9,87.3,3.79,6.31,60.2,0.0,0.31,1.9,0.51,0.31,2.31,48.8,44.1,4.67,0.97,0.0,0.15,0.92,3.69,0.0,0.0,0.0,0.0,41.3,0.05,0.87,0.97,0.62,0.0,0.05,0.05,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.18,1.23,0.46,0.15,1.13,1.74,64.7,0.62,1.03,0.67,0.36,1.9,3.74,1.95,0.1,58.8,4.41,24.7,28.8,6.46,0.15,58.8,2.26,1.13,50.0,0.41,18.2,42.4,267.8,128.7,0.87,1.18,0.1,1.28,0.51,35.0,1.59,0.31,0.0,0.0,1.28,2.56,0.05,0.92,1.18,0.0,0.0,0.0,7.59,0.72,0.31,70.0,113.81,Bom
696,2170,2171,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,21,21,1875,20.8,2,0.24,0.14,60.0,0.4,0.67,10.4,0.0,0.0,0.0,59.4,64.8,91.6,1051.0,417.0,24.2,25.7,94.0,30.7,32.7,93.8,3.65,4.81,76.0,0.05,0.19,3.13,0.1,0.0,3.22,64.8,63.1,1.68,1.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,59.4,0.0,0.38,0.48,0.38,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.25,0.67,0.77,0.38,0.1,0.63,0.77,81.3,0.14,0.53,0.38,0.14,0.82,2.07,3.37,0.19,72.5,7.02,32.7,38.2,1.73,0.48,72.5,0.43,0.29,66.7,0.05,11.1,46.2,228.0,130.3,0.29,0.19,0.05,0.58,0.29,49.2,0.05,0.19,0.0,0.0,0.77,0.43,0.0,0.05,0.67,0.0,0.1,0.05,8.03,1.78,1.49,54.4,113.52,Bom
193,571,572,Marc Cucurella,ESP,DF,Chelsea,Premier League,24,1998,20,17,1345,14.9,0,0.4,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,59.9,71.8,83.4,913.4,272.9,32.7,35.4,92.4,21.7,25.0,87.1,3.36,6.51,51.5,0.13,0.54,3.83,0.6,0.4,3.56,71.8,60.9,10.5,1.34,0.0,0.07,2.75,8.26,0.87,0.54,0.2,0.0,59.9,0.47,1.54,1.54,1.14,0.4,0.0,0.0,0.0,0.0,0.2,0.13,0.07,0.0,0.0,0.0,0.0,3.29,1.41,2.08,0.67,0.54,1.61,2.82,57.1,1.21,1.54,0.4,1.14,0.74,4.03,2.62,0.0,82.7,3.56,25.6,36.5,21.1,0.67,82.7,0.87,0.34,38.5,0.4,46.2,42.9,176.0,97.0,1.54,1.07,0.07,0.94,0.34,51.0,3.76,0.13,0.0,0.0,0.81,1.01,0.07,2.75,1.41,0.0,0.0,0.0,6.51,0.81,0.74,52.2,113.32000000000001,Bom
240,701,702,Tiago Djal�,POR,DF,Lille,Ligue 1,22,2000,21,20,1735,19.3,2,0.62,0.16,25.0,0.17,0.67,14.1,0.0,0.0,0.0,66.2,71.8,92.3,1165.2,395.9,27.8,29.4,94.5,31.0,32.4,95.7,5.7,7.2,79.1,0.0,0.1,3.16,0.0,0.0,3.37,71.8,67.6,3.94,1.71,0.0,0.16,0.16,1.04,0.0,0.0,0.0,0.0,66.2,0.21,0.52,0.36,0.31,0.0,0.0,0.05,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.61,1.09,1.19,0.36,0.05,0.67,0.83,81.3,0.16,0.78,0.47,0.31,1.14,2.75,2.69,0.05,80.3,7.72,33.7,44.9,2.49,0.73,80.3,0.57,0.21,36.4,0.26,45.5,63.1,335.2,178.1,0.47,0.57,0.05,0.26,0.41,56.8,0.21,0.31,0.0,0.0,0.93,0.83,0.05,0.16,1.09,0.0,0.05,0.0,7.67,1.3,1.5,46.3,113.31,Bom
558,1678,1679,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,23,1999,20,18,1460,16.2,0,0.19,0.06,33.3,0.0,0.0,11.3,0.0,0.0,0.0,35.3,49.8,71.0,573.0,282.0,17.8,21.5,82.8,14.9,19.5,76.6,1.98,5.93,33.3,0.12,0.49,3.33,0.68,0.31,3.77,49.8,38.8,10.9,1.3,0.0,0.0,1.79,9.57,0.0,0.0,0.0,0.0,35.3,0.12,2.04,1.05,0.86,0.06,0.06,0.0,0.0,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.91,1.23,1.23,0.56,0.12,0.74,1.67,44.4,0.93,1.36,0.31,1.05,1.3,3.21,2.53,0.0,59.0,3.77,21.9,25.6,12.0,0.99,59.0,1.05,0.49,47.1,0.37,35.3,26.7,107.2,50.8,0.86,0.68,0.19,1.05,0.8,30.7,2.59,0.25,0.06,0.0,1.05,0.43,0.0,1.79,1.23,0.0,0.0,0.0,6.3,0.86,0.86,50.0,113.24000000000001,Bom
16,44,45,Sergio Akieme,ESP,DF,Almer�a,La Liga,25,1997,21,21,1890,21.0,0,1.05,0.29,27.3,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,77.3,557.9,207.1,17.5,19.8,88.4,13.4,16.3,82.5,2.14,5.29,40.5,0.0,0.86,2.0,0.86,0.67,2.43,43.9,34.0,9.57,1.1,0.1,0.62,3.0,8.48,0.0,0.0,0.0,0.0,34.0,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,0.57,0.76,75.0,0.19,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,3.0,0.76,0.0,0.0,0.0,5.14,0.52,0.62,45.8,113.23,Bom
67,208,209,Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,22,22,1980,22.0,3,0.55,0.14,25.0,0.25,1.0,9.7,0.0,0.0,0.0,29.0,39.5,73.4,629.6,230.5,7.41,8.64,85.8,16.0,19.4,82.9,5.14,10.1,50.7,0.0,0.09,2.45,0.14,0.05,2.68,39.5,36.1,3.14,2.05,0.05,0.73,0.36,0.82,0.0,0.0,0.0,0.0,29.0,0.23,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.73,0.77,0.14,0.0,0.23,0.32,71.4,0.09,1.14,0.77,0.36,1.18,2.09,5.18,0.0,50.0,7.14,27.3,20.7,2.27,0.86,50.0,0.14,0.05,33.3,0.05,33.3,23.8,125.1,68.8,0.36,0.09,0.0,0.27,0.05,25.8,0.36,0.18,0.0,0.0,0.91,0.36,0.0,0.36,0.73,0.0,0.0,0.0,5.27,2.36,2.05,53.6,113.22999999999999,Bom
431,1292,1293,Max Kilman,ENG,DF,Wolves,Premier League,25,1997,22,22,1980,22.0,0,0.36,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,47.8,57.8,82.6,920.8,339.6,17.0,18.3,93.3,25.6,27.9,91.7,4.59,10.4,44.3,0.0,0.05,3.64,0.18,0.0,3.5,57.8,56.8,0.82,0.82,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.23,0.45,0.59,0.55,0.0,0.0,0.05,0.0,0.0,0.09,0.05,0.0,0.0,0.05,0.0,0.0,1.09,0.59,0.82,0.23,0.05,0.5,0.86,57.9,0.36,2.05,1.18,0.86,0.68,1.77,4.68,0.0,68.7,12.8,42.3,25.4,1.45,0.64,68.7,0.45,0.27,60.0,0.18,40.0,38.4,203.0,119.8,0.82,0.18,0.0,0.45,0.23,47.2,0.05,0.14,0.0,0.0,0.45,0.23,0.0,0.0,0.59,0.0,0.0,0.0,5.32,2.14,1.27,62.7,113.10000000000002,Bom
204,597,598,Kevin Danso,AUT,DF,Lens,Ligue 1,24,1998,22,22,1980,22.0,1,0.59,0.05,7.7,0.08,1.0,18.2,0.0,0.0,0.0,59.9,66.3,90.3,1138.0,398.7,19.2,20.8,92.4,34.6,37.0,93.6,5.5,7.36,74.7,0.05,0.27,4.55,0.09,0.0,4.59,66.3,64.0,2.36,1.86,0.05,0.05,0.0,0.14,0.0,0.0,0.0,0.0,59.9,0.0,0.36,1.27,1.18,0.0,0.05,0.0,0.05,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.14,0.64,0.73,0.36,0.05,0.59,1.0,59.1,0.41,1.18,0.86,0.32,1.0,2.14,3.5,0.0,76.1,6.55,28.1,45.7,2.73,0.77,76.1,1.0,0.64,63.6,0.27,27.3,57.4,365.3,202.5,0.95,0.91,0.05,0.55,0.41,52.1,0.09,0.23,0.0,0.0,1.23,1.77,0.05,0.0,0.64,0.0,0.05,0.0,6.23,2.55,1.0,71.8,113.1,Bom
373,1108,1109,Theo Hern�ndez,FRA,DF,Milan,Serie A,25,1997,19,19,1649,18.3,2,1.91,0.33,17.1,0.03,0.17,23.7,0.22,0.05,0.05,39.2,50.5,77.6,689.2,232.1,17.8,20.1,88.6,16.6,20.3,81.5,3.99,6.99,57.0,0.16,1.48,2.9,0.93,0.38,3.66,50.5,39.7,10.8,1.53,0.05,0.93,2.84,8.63,0.66,0.0,0.55,0.0,39.2,0.05,1.15,3.01,1.69,0.66,0.05,0.22,0.33,0.05,0.38,0.27,0.11,0.0,0.0,0.0,0.0,1.8,1.04,1.09,0.66,0.05,0.93,1.2,77.3,0.27,1.31,0.33,0.98,0.55,2.35,0.98,0.05,61.8,2.3,15.4,30.5,16.8,2.35,61.7,2.57,0.66,25.5,1.26,48.9,33.4,248.9,146.3,3.83,2.46,0.71,1.53,0.6,36.0,4.21,0.27,0.0,0.0,0.77,2.24,0.0,2.84,1.04,0.0,0.0,0.05,6.28,1.15,0.55,67.7,113.01,Bom
80,257,258,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,18,18,1608,17.9,5,1.4,0.45,32.0,0.16,0.5,16.9,0.11,0.06,0.06,40.3,52.7,76.5,685.7,266.4,19.9,22.3,89.0,15.9,19.6,80.9,3.63,7.15,50.8,0.0,0.56,2.79,0.95,0.06,3.52,52.7,41.5,10.8,1.51,0.34,0.11,1.28,9.33,0.0,0.0,0.0,0.0,40.3,0.34,1.45,1.28,0.89,0.06,0.06,0.28,0.0,0.0,0.11,0.06,0.0,0.0,0.06,0.0,0.0,1.56,1.01,0.95,0.5,0.11,1.23,1.62,75.9,0.39,1.56,0.56,1.01,1.17,2.74,3.74,0.06,66.1,5.31,23.1,30.5,13.0,2.12,66.0,1.17,0.45,38.1,0.61,52.4,31.6,142.7,56.8,1.51,0.56,0.5,1.12,0.73,35.7,3.69,0.17,0.0,0.0,0.95,1.73,0.11,1.28,1.01,0.0,0.0,0.06,5.87,2.51,1.34,65.2,112.58,Bom
836,2601,2602,Ben White,ENG,DF,Arsenal,Premier League,25,1997,21,21,1683,18.7,0,0.27,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,54.8,65.6,83.6,944.5,319.0,24.5,27.0,91.1,25.7,29.3,87.9,3.69,6.84,53.9,0.11,0.8,7.38,1.28,0.43,8.13,65.6,57.2,8.24,1.6,0.16,0.43,1.87,6.63,0.0,0.0,0.0,0.0,54.8,0.16,0.8,2.19,1.82,0.32,0.0,0.0,0.05,0.0,0.37,0.32,0.05,0.0,0.0,0.0,0.0,2.19,1.28,0.91,1.02,0.27,1.55,2.19,70.7,0.64,1.44,0.37,1.07,0.64,2.83,2.51,0.0,75.2,2.57,16.3,39.1,20.1,1.23,75.2,0.91,0.27,29.4,0.48,52.9,42.1,195.5,109.8,2.14,1.71,0.0,1.07,0.27,50.4,3.26,0.21,0.0,0.0,0.7,0.8,0.0,1.87,1.28,0.0,0.0,0.0,4.17,1.07,1.12,48.8,112.47999999999998,Bom
228,665,666,Bafod� Diakit�,FRA,DF,Lille,Ligue 1,22,2001,21,19,1743,19.4,0,0.57,0.15,27.3,0.0,0.0,11.7,0.0,0.0,0.0,56.1,64.6,86.8,893.5,280.1,26.7,29.4,90.9,24.9,27.9,89.1,3.04,4.59,66.3,0.0,0.26,4.23,0.52,0.1,5.72,64.6,54.3,10.3,1.44,0.0,0.21,0.82,8.81,0.0,0.0,0.0,0.0,56.1,0.0,1.19,1.44,1.19,0.05,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.29,0.82,0.88,0.21,1.03,1.6,64.5,0.57,1.34,0.26,1.08,0.46,2.37,2.32,0.0,73.8,3.14,20.2,39.5,14.6,1.19,73.8,0.88,0.41,47.1,0.36,41.2,51.0,238.0,116.6,1.34,1.49,0.26,0.93,0.52,47.4,2.84,0.21,0.0,0.0,1.34,0.36,0.0,0.82,1.29,0.0,0.0,0.05,5.62,1.24,1.6,43.6,112.41,Bom
351,1049,1050,Malo Gusto,FRA,DF,Lyon,Ligue 1,19,2003,17,17,1442,16.0,0,0.38,0.13,33.3,0.0,0.0,22.0,0.0,0.0,0.0,66.9,82.0,81.6,1083.9,350.0,34.6,38.7,89.3,26.1,31.3,83.6,4.69,7.69,61.0,0.06,1.44,5.13,2.25,1.69,4.75,82.0,70.1,11.8,1.25,0.06,0.0,6.5,10.4,0.06,0.0,0.0,0.0,66.9,0.19,2.31,2.88,2.38,0.13,0.25,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.13,1.31,1.06,0.63,0.44,0.94,2.0,46.9,1.06,1.31,0.25,1.06,1.5,3.63,1.31,0.06,92.3,2.69,19.9,44.0,29.4,1.19,92.3,3.0,1.25,41.7,1.19,39.6,68.2,384.2,177.1,3.75,4.38,0.5,1.06,0.63,61.4,8.56,0.06,0.0,0.0,0.88,1.38,0.13,6.5,1.31,0.0,0.0,0.0,8.0,0.5,0.94,34.8,112.39000000000003,Bom
119,376,377,Dan Burn,ENG,DF,Newcastle Utd,Premier League,30,1992,22,21,1854,20.6,0,0.53,0.15,27.3,0.0,0.0,12.0,0.0,0.0,0.0,39.9,50.3,79.3,668.3,255.5,19.2,21.8,88.0,17.0,20.7,82.2,2.91,5.53,52.6,0.0,0.39,2.72,0.34,0.05,3.25,50.3,42.9,7.28,0.58,0.0,0.24,0.53,6.65,0.0,0.0,0.0,0.0,39.9,0.1,0.78,0.97,0.87,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.21,0.83,0.68,0.34,0.19,0.63,1.41,44.8,0.78,1.17,0.49,0.68,0.92,2.14,4.03,0.05,60.5,5.29,24.7,26.1,10.0,1.75,60.5,0.53,0.19,36.4,0.34,63.6,27.2,126.2,67.0,0.73,0.68,0.05,0.53,0.19,33.3,1.17,0.1,0.0,0.0,0.92,0.05,0.19,0.53,0.83,0.0,0.05,0.0,4.47,2.57,1.21,67.9,112.05000000000001,Bom
